id,from,to
4833,placental.n.01,primate.n.02
4834,primate.n.02,monkey.n.01
4835,monkey.n.01,old_world_monkey.n.01
4836,old_world_monkey.n.01,langur.n.01
4837,mammal.n.01,placental.n.01
4838,placental.n.01,lagomorph.n.01
4839,lagomorph.n.01,leporid.n.01
4840,leporid.n.01,rabbit.n.01
4841,mammal.n.01,placental.n.01
4842,placental.n.01,primate.n.02
4843,primate.n.02,lemur.n.01
4844,lemur.n.01,slow_loris.n.01
4845,mammal.n.01,placental.n.01
4846,placental.n.01,rodent.n.01
4847,rodent.n.01,squirrel.n.01
4848,squirrel.n.01,asiatic_flying_squirrel.n.01
4849,asiatic_flying_squirrel.n.01,taguan.n.01
4850,mammal.n.01,placental.n.01
4851,placental.n.01,ungulate.n.01
4852,ungulate.n.01,even-toed_ungulate.n.01
4853,even-toed_ungulate.n.01,ruminant.n.01
4854,ruminant.n.01,bovid.n.01
4855,bovid.n.01,old_world_buffalo.n.01
4856,old_world_buffalo.n.01,anoa.n.01
4857,mammal.n.01,placental.n.01
4858,placental.n.01,ungulate.n.01
4859,ungulate.n.01,even-toed_ungulate.n.01
4860,even-toed_ungulate.n.01,ruminant.n.01
4861,ruminant.n.01,bovid.n.01
4862,bovid.n.01,bison.n.01
4863,mammal.n.01,placental.n.01
4864,placental.n.01,ungulate.n.01
4865,ungulate.n.01,odd-toed_ungulate.n.01
4866,odd-toed_ungulate.n.01,equine.n.01
4867,equine.n.01,hinny.n.01
4868,mammal.n.01,placental.n.01
4869,placental.n.01,carnivore.n.01
4870,carnivore.n.01,canine.n.02
4871,canine.n.02,dog.n.01
4872,dog.n.01,toy_dog.n.01
4873,toy_dog.n.01,maltese_dog.n.01
4874,mammal.n.01,placental.n.01
4875,placental.n.01,carnivore.n.01
4876,carnivore.n.01,canine.n.02
4877,canine.n.02,dog.n.01
4878,dog.n.01,working_dog.n.01
4879,working_dog.n.01,sennenhunde.n.01
4880,sennenhunde.n.01,appenzeller.n.01
4881,mammal.n.01,placental.n.01
4882,placental.n.01,carnivore.n.01
4883,carnivore.n.01,canine.n.02
4884,canine.n.02,dog.n.01
4885,dog.n.01,hunting_dog.n.01
4886,hunting_dog.n.01,sporting_dog.n.01
4887,sporting_dog.n.01,griffon.n.03
4888,mammal.n.01,placental.n.01
4889,placental.n.01,carnivore.n.01
4890,carnivore.n.01,canine.n.02
4891,canine.n.02,dog.n.01
4892,dog.n.01,toy_dog.n.01
4893,toy_dog.n.01,toy_spaniel.n.01
4894,mammal.n.01,placental.n.01
4895,placental.n.01,carnivore.n.01
4896,carnivore.n.01,musteline_mammal.n.01
4897,musteline_mammal.n.01,black-footed_ferret.n.01
4898,mammal.n.01,placental.n.01
4899,placental.n.01,edentate.n.01
4900,edentate.n.01,mylodontid.n.01
4901,mylodontid.n.01,mapinguari.n.01
4902,mammal.n.01,placental.n.01
4903,placental.n.01,ungulate.n.01
4904,ungulate.n.01,even-toed_ungulate.n.01
4905,even-toed_ungulate.n.01,swine.n.01
4906,swine.n.01,babirusa.n.01
4907,mammal.n.01,placental.n.01
4908,placental.n.01,rodent.n.01
4909,rodent.n.01,squirrel.n.01
4910,mammal.n.01,placental.n.01
4911,placental.n.01,ungulate.n.01
4912,ungulate.n.01,even-toed_ungulate.n.01
4913,even-toed_ungulate.n.01,ruminant.n.01
4914,ruminant.n.01,bovid.n.01
4915,bovid.n.01,bovine.n.01
4916,bovine.n.01,cattle.n.01
4917,cattle.n.01,dairy_cattle.n.01
4918,dairy_cattle.n.01,guernsey.n.02
4919,mammal.n.01,placental.n.01
4920,placental.n.01,flying_lemur.n.01
4921,flying_lemur.n.01,cynocephalus_variegatus.n.01
4922,mammal.n.01,placental.n.01
4923,placental.n.01,rodent.n.01
4924,rodent.n.01,squirrel.n.01
4925,squirrel.n.01,tree_squirrel.n.01
4926,mammal.n.01,placental.n.01
4927,placental.n.01,carnivore.n.01
4928,carnivore.n.01,canine.n.02
4929,canine.n.02,dog.n.01
4930,dog.n.01,hunting_dog.n.01
4931,hunting_dog.n.01,sporting_dog.n.01
4932,sporting_dog.n.01,setter.n.02
4933,mammal.n.01,placental.n.01
4934,placental.n.01,primate.n.02
4935,primate.n.02,tarsier.n.01
4936,mammal.n.01,placental.n.01
4937,placental.n.01,rodent.n.01
4938,rodent.n.01,beaver.n.07
4939,beaver.n.07,new_world_beaver.n.01
4940,mammal.n.01,placental.n.01
4941,placental.n.01,carnivore.n.01
4942,carnivore.n.01,canine.n.02
4943,canine.n.02,jackal.n.01
4944,mammal.n.01,placental.n.01
4945,placental.n.01,ungulate.n.01
4946,ungulate.n.01,even-toed_ungulate.n.01
4947,even-toed_ungulate.n.01,ruminant.n.01
4948,ruminant.n.01,deer.n.01
4949,deer.n.01,caribou.n.01
4950,caribou.n.01,barren_ground_caribou.n.01
4951,mammal.n.01,placental.n.01
4952,placental.n.01,primate.n.02
4953,primate.n.02,monkey.n.01
4954,monkey.n.01,old_world_monkey.n.01
4955,old_world_monkey.n.01,macaque.n.01
4956,macaque.n.01,bonnet_macaque.n.01
4957,mammal.n.01,placental.n.01
4958,placental.n.01,carnivore.n.01
4959,carnivore.n.01,canine.n.02
4960,canine.n.02,dog.n.01
4961,dog.n.01,hunting_dog.n.01
4962,hunting_dog.n.01,hound.n.01
4963,hound.n.01,saluki.n.01
4964,mammal.n.01,placental.n.01
4965,placental.n.01,rodent.n.01
4966,rodent.n.01,dormouse.n.01
4967,dormouse.n.01,hazel_mouse.n.01
4968,mammal.n.01,placental.n.01
4969,placental.n.01,rodent.n.01
4970,rodent.n.01,lemming.n.01
4971,lemming.n.01,southern_bog_lemming.n.01
4972,mammal.n.01,placental.n.01
4973,placental.n.01,rodent.n.01
4974,rodent.n.01,gerbil.n.01
4975,gerbil.n.01,sand_rat.n.02
4976,mammal.n.01,placental.n.01
4977,placental.n.01,primate.n.02
4978,primate.n.02,ape.n.01
4979,ape.n.01,anthropoid_ape.n.01
4980,anthropoid_ape.n.01,great_ape.n.01
4981,great_ape.n.01,gorilla.n.01
4982,gorilla.n.01,mountain_gorilla.n.01
4983,mammal.n.01,placental.n.01
4984,placental.n.01,carnivore.n.01
4985,carnivore.n.01,canine.n.02
4986,canine.n.02,dog.n.01
4987,dog.n.01,working_dog.n.01
4988,working_dog.n.01,hearing_dog.n.01
4989,mammal.n.01,placental.n.01
4990,placental.n.01,ungulate.n.01
4991,ungulate.n.01,even-toed_ungulate.n.01
4992,even-toed_ungulate.n.01,ruminant.n.01
4993,ruminant.n.01,bovid.n.01
4994,bovid.n.01,wild_sheep.n.01
4995,wild_sheep.n.01,argali.n.01
4996,mammal.n.01,placental.n.01
4997,placental.n.01,carnivore.n.01
4998,carnivore.n.01,canine.n.02
4999,canine.n.02,dog.n.01
5000,dog.n.01,working_dog.n.01
5001,working_dog.n.01,watchdog.n.02
5002,watchdog.n.02,attack_dog.n.01
5003,mammal.n.01,placental.n.01
5004,placental.n.01,lagomorph.n.01
5005,lagomorph.n.01,pika.n.01
5006,mammal.n.01,placental.n.01
5007,placental.n.01,ungulate.n.01
5008,ungulate.n.01,even-toed_ungulate.n.01
5009,even-toed_ungulate.n.01,ruminant.n.01
5010,ruminant.n.01,bovid.n.01
5011,bovid.n.01,bovine.n.01
5012,bovine.n.01,cattle.n.01
5013,cattle.n.01,grade.n.09
5014,mammal.n.01,placental.n.01
5015,placental.n.01,primate.n.02
5016,primate.n.02,monkey.n.01
5017,monkey.n.01,old_world_monkey.n.01
5018,old_world_monkey.n.01,mangabey.n.01
5019,mammal.n.01,placental.n.01
5020,placental.n.01,carnivore.n.01
5021,carnivore.n.01,feline.n.01
5022,feline.n.01,cat.n.01
5023,cat.n.01,wildcat.n.03
5024,wildcat.n.03,jungle_cat.n.01
5025,mammal.n.01,placental.n.01
5026,placental.n.01,ungulate.n.01
5027,ungulate.n.01,even-toed_ungulate.n.01
5028,even-toed_ungulate.n.01,ruminant.n.01
5029,ruminant.n.01,deer.n.01
5030,deer.n.01,red_deer.n.01
5031,mammal.n.01,placental.n.01
5032,placental.n.01,carnivore.n.01
5033,carnivore.n.01,canine.n.02
5034,canine.n.02,fox.n.01
5035,fox.n.01,kit_fox.n.02
5036,mammal.n.01,placental.n.01
5037,placental.n.01,carnivore.n.01
5038,carnivore.n.01,canine.n.02
5039,canine.n.02,dog.n.01
5040,dog.n.01,working_dog.n.01
5041,working_dog.n.01,mastiff.n.01
5042,mammal.n.01,placental.n.01
5043,placental.n.01,ungulate.n.01
5044,ungulate.n.01,odd-toed_ungulate.n.01
5045,odd-toed_ungulate.n.01,equine.n.01
5046,equine.n.01,horse.n.01
5047,horse.n.01,stalking-horse.n.04
5048,mammal.n.01,placental.n.01
5049,placental.n.01,carnivore.n.01
5050,carnivore.n.01,canine.n.02
5051,canine.n.02,dog.n.01
5052,dog.n.01,toy_dog.n.01
5053,toy_dog.n.01,pekinese.n.01
5054,mammal.n.01,placental.n.01
5055,placental.n.01,ungulate.n.01
5056,ungulate.n.01,even-toed_ungulate.n.01
5057,even-toed_ungulate.n.01,ruminant.n.01
5058,ruminant.n.01,bovid.n.01
5059,bovid.n.01,goat.n.01
5060,goat.n.01,wild_goat.n.01
5061,mammal.n.01,placental.n.01
5062,placental.n.01,carnivore.n.01
5063,carnivore.n.01,feline.n.01
5064,feline.n.01,big_cat.n.01
5065,big_cat.n.01,lion.n.01
5066,lion.n.01,lioness.n.01
5067,mammal.n.01,placental.n.01
5068,placental.n.01,ungulate.n.01
5069,ungulate.n.01,odd-toed_ungulate.n.01
5070,odd-toed_ungulate.n.01,equine.n.01
5071,equine.n.01,quagga.n.01
5072,mammal.n.01,placental.n.01
5073,placental.n.01,ungulate.n.01
5074,ungulate.n.01,odd-toed_ungulate.n.01
5075,odd-toed_ungulate.n.01,equine.n.01
5076,equine.n.01,ass.n.03
5077,ass.n.03,domestic_ass.n.01
5078,domestic_ass.n.01,burro.n.01
5079,mammal.n.01,placental.n.01
5080,placental.n.01,primate.n.02
5081,primate.n.02,monkey.n.01
5082,monkey.n.01,old_world_monkey.n.01
5083,old_world_monkey.n.01,macaque.n.01
5084,macaque.n.01,barbary_ape.n.01
5085,mammal.n.01,placental.n.01
5086,placental.n.01,carnivore.n.01
5087,carnivore.n.01,canine.n.02
5088,canine.n.02,dog.n.01
5089,dog.n.01,hunting_dog.n.01
5090,hunting_dog.n.01,sporting_dog.n.01
5091,sporting_dog.n.01,water_dog.n.02
5092,mammal.n.01,placental.n.01
5093,placental.n.01,rodent.n.01
5094,rodent.n.01,squirrel.n.01
5095,squirrel.n.01,ground_squirrel.n.02
5096,ground_squirrel.n.02,suslik.n.01
5097,mammal.n.01,placental.n.01
5098,placental.n.01,ungulate.n.01
5099,ungulate.n.01,odd-toed_ungulate.n.01
5100,odd-toed_ungulate.n.01,equine.n.01
5101,equine.n.01,ass.n.03
5102,ass.n.03,wild_ass.n.01
5103,wild_ass.n.01,kiang.n.01
5104,mammal.n.01,placental.n.01
5105,placental.n.01,rodent.n.01
5106,rodent.n.01,mountain_paca.n.01
5107,mammal.n.01,metatherian.n.01
5108,metatherian.n.01,marsupial.n.01
5109,marsupial.n.01,dasyurid_marsupial.n.01
5110,dasyurid_marsupial.n.01,dasyure.n.01
5111,dasyure.n.01,native_cat.n.01
5112,mammal.n.01,metatherian.n.01
5113,metatherian.n.01,marsupial.n.01
5114,marsupial.n.01,kangaroo.n.01
5115,kangaroo.n.01,rat_kangaroo.n.01
5116,mammal.n.01,placental.n.01
5117,placental.n.01,lagomorph.n.01
5118,lagomorph.n.01,leporid.n.01
5119,leporid.n.01,rabbit.n.01
5120,rabbit.n.01,european_rabbit.n.01
5121,mammal.n.01,placental.n.01
5122,placental.n.01,carnivore.n.01
5123,carnivore.n.01,canine.n.02
5124,canine.n.02,dog.n.01
5125,dog.n.01,toy_dog.n.01
5126,toy_dog.n.01,toy_spaniel.n.01
5127,toy_spaniel.n.01,english_toy_spaniel.n.01
5128,english_toy_spaniel.n.01,blenheim_spaniel.n.01
5129,mammal.n.01,placental.n.01
5130,placental.n.01,ungulate.n.01
5131,ungulate.n.01,odd-toed_ungulate.n.01
5132,odd-toed_ungulate.n.01,equine.n.01
5133,equine.n.01,horse.n.01
5134,horse.n.01,mare.n.01
5135,mammal.n.01,placental.n.01
5136,placental.n.01,ungulate.n.01
5137,ungulate.n.01,odd-toed_ungulate.n.01
5138,odd-toed_ungulate.n.01,equine.n.01
5139,equine.n.01,horse.n.01
5140,horse.n.01,pinto.n.01
5141,mammal.n.01,placental.n.01
5142,placental.n.01,ungulate.n.01
5143,ungulate.n.01,even-toed_ungulate.n.01
5144,even-toed_ungulate.n.01,ruminant.n.01
5145,ruminant.n.01,bovid.n.01
5146,bovid.n.01,sheep.n.01
5147,sheep.n.01,domestic_sheep.n.01
5148,domestic_sheep.n.01,hampshire.n.02
5149,mammal.n.01,placental.n.01
5150,placental.n.01,rodent.n.01
5151,rodent.n.01,beaver.n.07
5152,mammal.n.01,placental.n.01
5153,placental.n.01,carnivore.n.01
5154,carnivore.n.01,canine.n.02
5155,canine.n.02,fox.n.01
5156,fox.n.01,red_fox.n.03
5157,red_fox.n.03,black_fox.n.01
5158,mammal.n.01,placental.n.01
5159,placental.n.01,carnivore.n.01
5160,carnivore.n.01,feline.n.01
5161,feline.n.01,cat.n.01
5162,cat.n.01,wildcat.n.03
5163,wildcat.n.03,leopard_cat.n.01
5164,mammal.n.01,placental.n.01
5165,placental.n.01,ungulate.n.01
5166,ungulate.n.01,even-toed_ungulate.n.01
5167,even-toed_ungulate.n.01,ruminant.n.01
5168,ruminant.n.01,bovid.n.01
5169,bovid.n.01,old_world_buffalo.n.01
5170,old_world_buffalo.n.01,water_buffalo.n.01
5171,water_buffalo.n.01,indian_buffalo.n.01
5172,mammal.n.01,placental.n.01
5173,placental.n.01,carnivore.n.01
5174,carnivore.n.01,canine.n.02
5175,canine.n.02,dog.n.01
5176,dog.n.01,hunting_dog.n.01
5177,hunting_dog.n.01,terrier.n.01
5178,terrier.n.01,bedlington_terrier.n.01
5179,mammal.n.01,placental.n.01
5180,placental.n.01,ungulate.n.01
5181,ungulate.n.01,even-toed_ungulate.n.01
5182,even-toed_ungulate.n.01,ruminant.n.01
5183,ruminant.n.01,bovid.n.01
5184,bovid.n.01,bovine.n.01
5185,bovine.n.01,cattle.n.01
5186,cattle.n.01,beef.n.01
5187,beef.n.01,hereford.n.01
5188,mammal.n.01,placental.n.01
5189,placental.n.01,ungulate.n.01
5190,ungulate.n.01,even-toed_ungulate.n.01
5191,even-toed_ungulate.n.01,ruminant.n.01
5192,ruminant.n.01,bovid.n.01
5193,bovid.n.01,old_world_buffalo.n.01
5194,old_world_buffalo.n.01,water_buffalo.n.01
5195,water_buffalo.n.01,carabao.n.01
5196,mammal.n.01,placental.n.01
5197,placental.n.01,lagomorph.n.01
5198,lagomorph.n.01,leporid.n.01
5199,leporid.n.01,rabbit.n.01
5200,rabbit.n.01,belgian_hare.n.01
5201,mammal.n.01,placental.n.01
5202,placental.n.01,primate.n.02
5203,primate.n.02,ape.n.01
5204,ape.n.01,anthropoid_ape.n.01
5205,anthropoid_ape.n.01,great_ape.n.01
5206,great_ape.n.01,chimpanzee.n.01
5207,chimpanzee.n.01,pygmy_chimpanzee.n.01
5208,mammal.n.01,placental.n.01
5209,placental.n.01,lagomorph.n.01
5210,lagomorph.n.01,leporid.n.01
5211,leporid.n.01,rabbit.n.01
5212,rabbit.n.01,angora.n.03
5213,mammal.n.01,placental.n.01
5214,placental.n.01,rodent.n.01
5215,rodent.n.01,squirrel.n.01
5216,squirrel.n.01,baronduki.n.01
5217,mammal.n.01,placental.n.01
5218,placental.n.01,carnivore.n.01
5219,carnivore.n.01,canine.n.02
5220,canine.n.02,dog.n.01
5221,dog.n.01,hunting_dog.n.01
5222,hunting_dog.n.01,sporting_dog.n.01
5223,sporting_dog.n.01,bird_dog.n.01
5224,mammal.n.01,placental.n.01
5225,placental.n.01,carnivore.n.01
5226,carnivore.n.01,canine.n.02
5227,canine.n.02,dog.n.01
5228,dog.n.01,poodle.n.01
5229,mammal.n.01,placental.n.01
5230,placental.n.01,aquatic_mammal.n.01
5231,aquatic_mammal.n.01,cetacean.n.01
5232,cetacean.n.01,whale.n.02
5233,whale.n.02,toothed_whale.n.01
5234,toothed_whale.n.01,pygmy_sperm_whale.n.01
5235,mammal.n.01,placental.n.01
5236,placental.n.01,carnivore.n.01
5237,carnivore.n.01,feline.n.01
5238,feline.n.01,cat.n.01
5239,cat.n.01,domestic_cat.n.01
5240,domestic_cat.n.01,manx.n.02
5241,mammal.n.01,placental.n.01
5242,placental.n.01,carnivore.n.01
5243,carnivore.n.01,canine.n.02
5244,canine.n.02,dog.n.01
5245,dog.n.01,dalmatian.n.02
5246,mammal.n.01,placental.n.01
5247,placental.n.01,carnivore.n.01
5248,carnivore.n.01,canine.n.02
5249,canine.n.02,dog.n.01
5250,dog.n.01,working_dog.n.01
5251,working_dog.n.01,guide_dog.n.01
5252,mammal.n.01,placental.n.01
5253,placental.n.01,ungulate.n.01
5254,ungulate.n.01,even-toed_ungulate.n.01
5255,even-toed_ungulate.n.01,camel.n.01
5256,camel.n.01,arabian_camel.n.01
5257,mammal.n.01,placental.n.01
5258,placental.n.01,primate.n.02
5259,primate.n.02,lemur.n.01
5260,lemur.n.01,indri.n.01
5261,mammal.n.01,placental.n.01
5262,placental.n.01,aquatic_mammal.n.01
5263,aquatic_mammal.n.01,pinniped_mammal.n.01
5264,pinniped_mammal.n.01,seal.n.09
5265,seal.n.09,earless_seal.n.01
5266,earless_seal.n.01,hooded_seal.n.01
5267,mammal.n.01,placental.n.01
5268,placental.n.01,edentate.n.01
5269,edentate.n.01,armadillo.n.01
5270,armadillo.n.01,peba.n.01
5271,mammal.n.01,placental.n.01
5272,placental.n.01,carnivore.n.01
5273,carnivore.n.01,feline.n.01
5274,feline.n.01,cat.n.01
5275,cat.n.01,domestic_cat.n.01
5276,domestic_cat.n.01,tabby.n.01
5277,mammal.n.01,placental.n.01
5278,placental.n.01,rodent.n.01
5279,rodent.n.01,rat.n.01
5280,rat.n.01,pocket_rat.n.01
5281,pocket_rat.n.01,gopher.n.04
5282,mammal.n.01,placental.n.01
5283,placental.n.01,carnivore.n.01
5284,carnivore.n.01,feline.n.01
5285,feline.n.01,big_cat.n.01
5286,big_cat.n.01,tiger.n.02
5287,tiger.n.02,bengal_tiger.n.01
5288,mammal.n.01,placental.n.01
5289,placental.n.01,carnivore.n.01
5290,carnivore.n.01,canine.n.02
5291,canine.n.02,dog.n.01
5292,dog.n.01,poodle.n.01
5293,poodle.n.01,large_poodle.n.01
5294,mammal.n.01,placental.n.01
5295,placental.n.01,carnivore.n.01
5296,carnivore.n.01,procyonid.n.01
5297,procyonid.n.01,giant_panda.n.01
5298,mammal.n.01,placental.n.01
5299,placental.n.01,carnivore.n.01
5300,carnivore.n.01,feline.n.01
5301,feline.n.01,cat.n.01
5302,cat.n.01,wildcat.n.03
5303,wildcat.n.03,lynx.n.02
5304,lynx.n.02,caracal.n.01
5305,mammal.n.01,placental.n.01
5306,placental.n.01,carnivore.n.01
5307,carnivore.n.01,musteline_mammal.n.01
5308,musteline_mammal.n.01,weasel.n.02
5309,weasel.n.02,ermine.n.02
5310,ermine.n.02,stoat.n.01
5311,mammal.n.01,placental.n.01
5312,placental.n.01,carnivore.n.01
5313,carnivore.n.01,canine.n.02
5314,canine.n.02,fox.n.01
5315,fox.n.01,red_fox.n.02
5316,mammal.n.01,placental.n.01
5317,placental.n.01,bat.n.01
5318,bat.n.01,carnivorous_bat.n.01
5319,carnivorous_bat.n.01,vespertilian_bat.n.01
5320,vespertilian_bat.n.01,little_brown_bat.n.01
5321,mammal.n.01,placental.n.01
5322,placental.n.01,insectivore.n.01
5323,insectivore.n.01,mole.n.06
5324,mole.n.06,shrew_mole.n.01
5325,shrew_mole.n.01,american_shrew_mole.n.01
5326,mammal.n.01,placental.n.01
5327,placental.n.01,carnivore.n.01
5328,carnivore.n.01,canine.n.02
5329,canine.n.02,dog.n.01
5330,dog.n.01,hunting_dog.n.01
5331,hunting_dog.n.01,terrier.n.01
5332,terrier.n.01,wirehair.n.01
5333,wirehair.n.01,welsh_terrier.n.01
5334,mammal.n.01,placental.n.01
5335,placental.n.01,primate.n.02
5336,primate.n.02,ape.n.01
5337,ape.n.01,anthropoid_ape.n.01
5338,anthropoid_ape.n.01,lesser_ape.n.01
5339,mammal.n.01,placental.n.01
5340,placental.n.01,carnivore.n.01
5341,carnivore.n.01,feline.n.01
5342,feline.n.01,cat.n.01
5343,cat.n.01,wildcat.n.03
5344,wildcat.n.03,ocelot.n.01
5345,mammal.n.01,placental.n.01
5346,placental.n.01,rodent.n.01
5347,rodent.n.01,capybara.n.01
5348,mammal.n.01,placental.n.01
5349,placental.n.01,ungulate.n.01
5350,ungulate.n.01,odd-toed_ungulate.n.01
5351,odd-toed_ungulate.n.01,equine.n.01
5352,equine.n.01,horse.n.01
5353,horse.n.01,racehorse.n.01
5354,racehorse.n.01,thoroughbred.n.02
5355,thoroughbred.n.02,citation.n.06
5356,mammal.n.01,placental.n.01
5357,placental.n.01,rodent.n.01
5358,rodent.n.01,jerboa.n.01
5359,jerboa.n.01,typical_jerboa.n.01
5360,mammal.n.01,placental.n.01
5361,placental.n.01,ungulate.n.01
5362,ungulate.n.01,odd-toed_ungulate.n.01
5363,odd-toed_ungulate.n.01,equine.n.01
5364,equine.n.01,horse.n.01
5365,horse.n.01,racehorse.n.01
5366,racehorse.n.01,nonstarter.n.02
5367,mammal.n.01,placental.n.01
5368,placental.n.01,ungulate.n.01
5369,ungulate.n.01,even-toed_ungulate.n.01
5370,even-toed_ungulate.n.01,ruminant.n.01
5371,ruminant.n.01,bovid.n.01
5372,bovid.n.01,antelope.n.01
5373,antelope.n.01,puku.n.01
5374,mammal.n.01,placental.n.01
5375,placental.n.01,primate.n.02
5376,primate.n.02,ape.n.01
5377,ape.n.01,anthropoid_ape.n.01
5378,anthropoid_ape.n.01,great_ape.n.01
5379,great_ape.n.01,chimpanzee.n.01
5380,mammal.n.01,placental.n.01
5381,placental.n.01,primate.n.02
5382,primate.n.02,hominid.n.01
5383,hominid.n.01,homo.n.02
5384,homo.n.02,homo_erectus.n.01
5385,homo_erectus.n.01,java_man.n.01
5386,mammal.n.01,placental.n.01
5387,placental.n.01,ungulate.n.01
5388,ungulate.n.01,even-toed_ungulate.n.01
5389,even-toed_ungulate.n.01,ruminant.n.01
5390,ruminant.n.01,bovid.n.01
5391,bovid.n.01,old_world_buffalo.n.01
5392,old_world_buffalo.n.01,cape_buffalo.n.01
5393,mammal.n.01,placental.n.01
5394,placental.n.01,aquatic_mammal.n.01
5395,aquatic_mammal.n.01,pinniped_mammal.n.01
5396,pinniped_mammal.n.01,seal.n.09
5397,seal.n.09,eared_seal.n.01
5398,eared_seal.n.01,sea_lion.n.01
5399,sea_lion.n.01,california_sea_lion.n.01
5400,mammal.n.01,placental.n.01
5401,placental.n.01,rodent.n.01
5402,rodent.n.01,mouse.n.01
5403,mouse.n.01,wood_mouse.n.01
5404,wood_mouse.n.01,cactus_mouse.n.01
5405,mammal.n.01,placental.n.01
5406,placental.n.01,rodent.n.01
5407,rodent.n.01,jumping_mouse.n.01
5408,mammal.n.01,placental.n.01
5409,placental.n.01,carnivore.n.01
5410,carnivore.n.01,bear.n.01
5411,bear.n.01,brown_bear.n.01
5412,brown_bear.n.01,syrian_bear.n.01
5413,mammal.n.01,placental.n.01
5414,placental.n.01,ungulate.n.01
5415,ungulate.n.01,odd-toed_ungulate.n.01
5416,odd-toed_ungulate.n.01,equine.n.01
5417,equine.n.01,horse.n.01
5418,horse.n.01,pony.n.01
5419,mammal.n.01,placental.n.01
5420,placental.n.01,ungulate.n.01
5421,ungulate.n.01,even-toed_ungulate.n.01
5422,even-toed_ungulate.n.01,ruminant.n.01
5423,ruminant.n.01,bovid.n.01
5424,bovid.n.01,bovine.n.01
5425,bovine.n.01,cattle.n.01
5426,cattle.n.01,beef.n.01
5427,beef.n.01,charolais.n.01
5428,mammal.n.01,placental.n.01
5429,placental.n.01,rodent.n.01
5430,rodent.n.01,jerboa.n.01
5431,jerboa.n.01,jaculus_jaculus.n.01
5432,mammal.n.01,placental.n.01
5433,placental.n.01,primate.n.02
5434,primate.n.02,monkey.n.01
5435,monkey.n.01,old_world_monkey.n.01
5436,old_world_monkey.n.01,baboon.n.01
5437,baboon.n.01,chacma.n.01
5438,mammal.n.01,placental.n.01
5439,placental.n.01,carnivore.n.01
5440,carnivore.n.01,feline.n.01
5441,feline.n.01,cat.n.01
5442,mammal.n.01,placental.n.01
5443,placental.n.01,aquatic_mammal.n.01
5444,aquatic_mammal.n.01,cetacean.n.01
5445,cetacean.n.01,whale.n.02
5446,whale.n.02,toothed_whale.n.01
5447,toothed_whale.n.01,dolphin.n.02
5448,dolphin.n.02,grampus.n.02
5449,mammal.n.01,placental.n.01
5450,placental.n.01,bat.n.01
5451,bat.n.01,carnivorous_bat.n.01
5452,carnivorous_bat.n.01,vespertilian_bat.n.01
5453,vespertilian_bat.n.01,western_pipistrel.n.01
5454,mammal.n.01,placental.n.01
5455,placental.n.01,edentate.n.01
5456,edentate.n.01,armadillo.n.01
5457,armadillo.n.01,peludo.n.01
5458,mammal.n.01,placental.n.01
5459,placental.n.01,ungulate.n.01
5460,ungulate.n.01,odd-toed_ungulate.n.01
5461,odd-toed_ungulate.n.01,equine.n.01
5462,equine.n.01,horse.n.01
5463,horse.n.01,protohippus.n.01
5464,mammal.n.01,placental.n.01
5465,placental.n.01,carnivore.n.01
5466,carnivore.n.01,canine.n.02
5467,canine.n.02,dog.n.01
5468,dog.n.01,hunting_dog.n.01
5469,hunting_dog.n.01,terrier.n.01
5470,terrier.n.01,rat_terrier.n.01
5471,rat_terrier.n.01,manchester_terrier.n.01
5472,mammal.n.01,placental.n.01
5473,placental.n.01,carnivore.n.01
5474,carnivore.n.01,canine.n.02
5475,canine.n.02,dog.n.01
5476,dog.n.01,working_dog.n.01
5477,working_dog.n.01,watchdog.n.02
5478,watchdog.n.02,pinscher.n.01
5479,pinscher.n.01,doberman.n.01
5480,mammal.n.01,placental.n.01
5481,placental.n.01,rodent.n.01
5482,rodent.n.01,squirrel.n.01
5483,squirrel.n.01,tree_squirrel.n.01
5484,tree_squirrel.n.01,eastern_grey_squirrel.n.01
5485,mammal.n.01,placental.n.01
5486,placental.n.01,bat.n.01
5487,bat.n.01,carnivorous_bat.n.01
5488,carnivorous_bat.n.01,mastiff_bat.n.01
5489,mammal.n.01,placental.n.01
5490,placental.n.01,carnivore.n.01
5491,carnivore.n.01,feline.n.01
5492,feline.n.01,cat.n.01
5493,cat.n.01,domestic_cat.n.01
5494,domestic_cat.n.01,maltese.n.03
5495,mammal.n.01,placental.n.01
5496,placental.n.01,rodent.n.01
5497,rodent.n.01,porcupine.n.01
5498,mammal.n.01,placental.n.01
5499,placental.n.01,ungulate.n.01
5500,ungulate.n.01,even-toed_ungulate.n.01
5501,even-toed_ungulate.n.01,ruminant.n.01
5502,ruminant.n.01,bovid.n.01
5503,bovid.n.01,sheep.n.01
5504,sheep.n.01,domestic_sheep.n.01
5505,domestic_sheep.n.01,rambouillet.n.01
5506,mammal.n.01,placental.n.01
5507,placental.n.01,ungulate.n.01
5508,ungulate.n.01,even-toed_ungulate.n.01
5509,even-toed_ungulate.n.01,ruminant.n.01
5510,ruminant.n.01,bovid.n.01
5511,bovid.n.01,sheep.n.01
5512,sheep.n.01,ram.n.05
5513,mammal.n.01,placental.n.01
5514,placental.n.01,ungulate.n.01
5515,ungulate.n.01,even-toed_ungulate.n.01
5516,even-toed_ungulate.n.01,ruminant.n.01
