id,A,B
5117,entlebucher.n.01,mammal.n.01
5118,gelding.n.01,mammal.n.01
5119,walker_hound.n.01,dog.n.01
5120,wildcat.n.03,mammal.n.01
5121,platypus.n.01,mammal.n.01
5122,new_world_tapir.n.01,tapir.n.01
5123,white-tailed_jackrabbit.n.01,leporid.n.01
5124,whirlaway.n.01,racehorse.n.01
5125,pygmy_chimpanzee.n.01,anthropoid_ape.n.01
5126,stallion.n.01,placental.n.01
5127,brocket.n.01,even-toed_ungulate.n.01
5128,sassaby.n.01,bovid.n.01
5129,wild_ass.n.01,mammal.n.01
5130,water_chevrotain.n.01,ungulate.n.01
5131,stalking-horse.n.04,odd-toed_ungulate.n.01
5132,alaska_fur_seal.n.01,placental.n.01
5133,griffon.n.02,canine.n.02
5134,toy_manchester.n.01,rat_terrier.n.01
5135,western_lowland_gorilla.n.01,gorilla.n.01
5136,thoroughbred.n.02,horse.n.01
5137,okapi.n.01,placental.n.01
5138,toy_terrier.n.01,placental.n.01
5139,ibex.n.01,goat.n.01
5140,west_highland_white_terrier.n.01,carnivore.n.01
5141,phyllostomus_hastatus.n.01,carnivorous_bat.n.01
5142,tamarau.n.01,mammal.n.01
5143,cur.n.01,placental.n.01
5144,aoudad.n.01,ruminant.n.01
5145,dusky-footed_wood_rat.n.01,mammal.n.01
5146,kaffir_cat.n.01,feline.n.01
5147,bactrian_camel.n.01,ungulate.n.01
5148,prototherian.n.01,mammal.n.01
5149,okapi.n.01,even-toed_ungulate.n.01
5150,pooch.n.01,dog.n.01
5151,mule.n.01,odd-toed_ungulate.n.01
5152,musk_kangaroo.n.01,kangaroo.n.01
5153,fox_terrier.n.01,mammal.n.01
5154,crab-eating_macaque.n.01,old_world_monkey.n.01
5155,packhorse.n.01,odd-toed_ungulate.n.01
5156,porpoise.n.01,aquatic_mammal.n.01
5157,bloodhound.n.01,placental.n.01
5158,liver-spotted_dalmatian.n.01,mammal.n.01
5159,exmoor.n.01,sheep.n.01
5160,belgian_hare.n.01,lagomorph.n.01
5161,bronco.n.01,odd-toed_ungulate.n.01
5162,brabancon_griffon.n.01,placental.n.01
5163,brabancon_griffon.n.01,griffon.n.02
5164,crabeater_seal.n.01,mammal.n.01
5165,samoyed.n.03,spitz.n.01
5166,small_civet.n.01,mammal.n.01
5167,european_hare.n.01,placental.n.01
5168,jerboa_kangaroo.n.01,kangaroo.n.01
5169,german_short-haired_pointer.n.01,dog.n.01
5170,chacma.n.01,primate.n.02
5171,serow.n.01,ruminant.n.01
5172,sheep.n.01,bovid.n.01
5173,blue_point_siamese.n.01,carnivore.n.01
5174,toothed_whale.n.01,aquatic_mammal.n.01
5175,basset.n.01,hunting_dog.n.01
5176,hare_wallaby.n.01,metatherian.n.01
5177,lippizan.n.01,placental.n.01
5178,tarpan.n.01,wild_horse.n.01
5179,liger.n.01,feline.n.01
5180,mountain_nyala.n.01,ruminant.n.01
5181,beef.n.01,ungulate.n.01
5182,false_saber-toothed_tiger.n.01,carnivore.n.01
5183,mountain_gorilla.n.01,ape.n.01
5184,border_collie.n.01,placental.n.01
5185,kangaroo_mouse.n.02,placental.n.01
5186,sea_cow.n.01,mammal.n.01
5187,lynx.n.02,wildcat.n.03
5188,stone_marten.n.01,mammal.n.01
5189,entlebucher.n.01,sennenhunde.n.01
5190,beaked_whale.n.01,aquatic_mammal.n.01
5191,roebuck.n.01,deer.n.01
5192,siamese_cat.n.01,cat.n.01
5193,africander.n.01,ungulate.n.01
5194,egyptian_cat.n.01,mammal.n.01
5195,lesser_ape.n.01,primate.n.02
5196,otterhound.n.01,canine.n.02
5197,crab-eating_dog.n.01,wild_dog.n.01
5198,mouflon.n.01,bovid.n.01
5199,feist.n.01,mammal.n.01
5200,yorkshire_terrier.n.01,canine.n.02
5201,hereford.n.01,bovine.n.01
5202,cocker_spaniel.n.01,spaniel.n.01
5203,cattle.n.01,ruminant.n.01
5204,sheep.n.01,mammal.n.01
5205,white_rhinoceros.n.01,rhinoceros.n.01
5206,african_wild_ass.n.01,mammal.n.01
5207,musk_ox.n.01,bovid.n.01
5208,miniature_poodle.n.01,poodle.n.01
5209,cocker_spaniel.n.01,carnivore.n.01
5210,afghan_hound.n.01,placental.n.01
5211,norwegian_elkhound.n.01,hunting_dog.n.01
5212,angora.n.02,ruminant.n.01
5213,paranthropus.n.01,mammal.n.01
5214,leopard.n.02,placental.n.01
5215,scotch_terrier.n.01,carnivore.n.01
5216,indian_mongoose.n.01,viverrine.n.01
5217,seizure-alert_dog.n.01,mammal.n.01
5218,burro.n.01,mammal.n.01
5219,wild_ass.n.01,ungulate.n.01
5220,curly-coated_retriever.n.01,hunting_dog.n.01
5221,macrotus.n.01,carnivorous_bat.n.01
5222,tibetan_terrier.n.01,canine.n.02
5223,asiatic_shrew_mole.n.01,insectivore.n.01
5224,hog.n.03,ungulate.n.01
5225,welsh_pony.n.01,mammal.n.01
5226,eohippus.n.01,placental.n.01
5227,staghound.n.01,hunting_dog.n.01
5228,warhorse.n.03,odd-toed_ungulate.n.01
5229,cotton_mouse.n.01,rodent.n.01
5230,norwich_terrier.n.01,dog.n.01
5231,german_shepherd.n.01,placental.n.01
5232,white_elephant.n.02,indian_elephant.n.01
5233,gomphothere.n.01,mammal.n.01
5234,german_short-haired_pointer.n.01,placental.n.01
5235,potoroo.n.01,rat_kangaroo.n.01
5236,beaver_rat.n.01,rodent.n.01
5237,stirk.n.01,bovine.n.01
5238,prairie_vole.n.01,vole.n.01
5239,black-tailed_deer.n.01,ruminant.n.01
5240,pomeranian.n.01,spitz.n.01
5241,taguan.n.01,placental.n.01
5242,rudapithecus.n.01,dryopithecine.n.01
5243,keeshond.n.01,spitz.n.01
5244,rogue_elephant.n.01,mammal.n.01
5245,waterbuck.n.01,antelope.n.01
5246,aardvark.n.01,placental.n.01
5247,striped_hyena.n.01,canine.n.02
5248,ox.n.01,bovid.n.01
5249,hampshire.n.02,mammal.n.01
5250,bay.n.07,horse.n.01
5251,urial.n.01,mammal.n.01
5252,jennet.n.01,mammal.n.01
5253,lapdog.n.01,placental.n.01
5254,ayrshire.n.01,mammal.n.01
5255,stag.n.02,placental.n.01
5256,gemsbok.n.01,even-toed_ungulate.n.01
5257,suslik.n.01,ground_squirrel.n.02
5258,mare.n.01,ungulate.n.01
5259,dasyure.n.01,marsupial.n.01
5260,collared_peccary.n.01,even-toed_ungulate.n.01
5261,old_world_porcupine.n.01,rodent.n.01
5262,clydesdale.n.01,equine.n.01
5263,manx.n.02,domestic_cat.n.01
5264,longhorn.n.01,mammal.n.01
5265,kangaroo_mouse.n.01,mammal.n.01
5266,flat-coated_retriever.n.01,sporting_dog.n.01
5267,eskimo_dog.n.01,working_dog.n.01
5268,jerboa.n.01,rodent.n.01
5269,big_cat.n.01,mammal.n.01
5270,starnose_mole.n.01,placental.n.01
5271,suricate.n.01,placental.n.01
5272,red-backed_mouse.n.01,wood_rat.n.01
5273,chevrotain.n.01,placental.n.01
5274,kob.n.01,ungulate.n.01
5275,hack.n.08,equine.n.01
5276,equine.n.01,mammal.n.01
5277,chihuahua.n.03,placental.n.01
5278,chestnut.n.06,odd-toed_ungulate.n.01
5279,mylodon.n.01,mammal.n.01
5280,cotswold.n.01,domestic_sheep.n.01
5281,bottle-nosed_whale.n.01,cetacean.n.01
5282,striped_skunk.n.01,musteline_mammal.n.01
5283,stud.n.04,odd-toed_ungulate.n.01
5284,border_collie.n.01,canine.n.02
5285,wharf_rat.n.02,brown_rat.n.01
5286,malamute.n.01,mammal.n.01
5287,spearnose_bat.n.01,leafnose_bat.n.01
5288,pacer.n.02,mammal.n.01
5289,king_charles_spaniel.n.01,carnivore.n.01
5290,plow_horse.n.01,placental.n.01
5291,crowbait.n.01,ungulate.n.01
5292,opossum.n.02,mammal.n.01
5293,white-lipped_peccary.n.01,placental.n.01
5294,caracal.n.01,lynx.n.02
5295,marco_polo_sheep.n.01,even-toed_ungulate.n.01
5296,bettong.n.01,rat_kangaroo.n.01
5297,kelpie.n.02,carnivore.n.01
5298,thylacine.n.01,marsupial.n.01
5299,shepherd_dog.n.01,dog.n.01
5300,shetland_sheepdog.n.01,mammal.n.01
5301,bitch.n.04,carnivore.n.01
5302,welsh_pony.n.01,equine.n.01
5303,wolfhound.n.01,hunting_dog.n.01
5304,woodland_caribou.n.01,mammal.n.01
5305,macrotus.n.01,leafnose_bat.n.01
5306,elephant_seal.n.01,pinniped_mammal.n.01
5307,bovid.n.01,placental.n.01
5308,mountain_nyala.n.01,ungulate.n.01
5309,beef.n.01,ruminant.n.01
5310,sennenhunde.n.01,canine.n.02
5311,doe.n.02,placental.n.01
5312,hare.n.01,lagomorph.n.01
5313,cheviot.n.01,sheep.n.01
5314,cattalo.n.01,even-toed_ungulate.n.01
5315,courser.n.03,carnivore.n.01
5316,spaniel.n.01,sporting_dog.n.01
5317,drill.n.02,baboon.n.01
5318,percheron.n.01,mammal.n.01
5319,wild_goat.n.01,placental.n.01
5320,tailless_tenrec.n.01,insectivore.n.01
5321,packrat.n.02,rodent.n.01
5322,smiledon_californicus.n.01,big_cat.n.01
5323,hooded_skunk.n.01,skunk.n.04
5324,silky_pocket_mouse.n.01,pocket_rat.n.01
5325,brown_bear.n.01,mammal.n.01
5326,water_vole.n.02,mammal.n.01
5327,takin.n.01,bovid.n.01
5328,griffon.n.03,placental.n.01
5329,sir_barton.n.01,horse.n.01
5330,hampshire.n.02,bovid.n.01
5331,curly-coated_retriever.n.01,canine.n.02
5332,groundhog.n.01,rodent.n.01
5333,bezoar_goat.n.01,ruminant.n.01
5334,tamandua.n.01,mammal.n.01
5335,american_water_shrew.n.01,insectivore.n.01
5336,clumber.n.01,mammal.n.01
5337,brocket.n.01,ungulate.n.01
5338,sea_lion.n.01,pinniped_mammal.n.01
5339,black_sheep.n.02,placental.n.01
5340,broodmare.n.01,placental.n.01
5341,bloodhound.n.01,hound.n.01
5342,taguan.n.01,mammal.n.01
5343,jaguar.n.01,big_cat.n.01
5344,rodent.n.01,mammal.n.01
5345,brush-tailed_phalanger.n.01,metatherian.n.01
5346,roebuck.n.01,even-toed_ungulate.n.01
5347,komondor.n.01,mammal.n.01
5348,mudder.n.01,ungulate.n.01
5349,maltese_dog.n.01,canine.n.02
5350,sei_whale.n.01,baleen_whale.n.01
5351,chigetai.n.01,onager.n.02
5352,marmot.n.01,placental.n.01
5353,raccoon_dog.n.01,carnivore.n.01
5354,sausage_dog.n.01,dog.n.01
5355,manul.n.01,carnivore.n.01
5356,trotting_horse.n.01,ungulate.n.01
5357,doberman.n.01,working_dog.n.01
5358,siamang.n.01,ape.n.01
5359,omaha.n.04,mammal.n.01
5360,lhasa.n.02,mammal.n.01
5361,tree_wallaby.n.01,wallaby.n.01
5362,sorrel.n.05,ungulate.n.01
5363,lechwe.n.01,placental.n.01
5364,newfoundland.n.01,canine.n.02
5365,dik-dik.n.01,placental.n.01
5366,australopithecus_afarensis.n.01,placental.n.01
5367,water_vole.n.01,placental.n.01
5368,saluki.n.01,canine.n.02
5369,bruin.n.01,mammal.n.01
5370,odd-toed_ungulate.n.01,ungulate.n.01
5371,persian_cat.n.01,cat.n.01
5372,collie.n.01,carnivore.n.01
5373,greyhound.n.01,hunting_dog.n.01
5374,kiang.n.01,ungulate.n.01
5375,mountain_nyala.n.01,antelope.n.01
5376,proboscis_monkey.n.01,placental.n.01
5377,appenzeller.n.01,dog.n.01
5378,sennenhunde.n.01,placental.n.01
5379,tree_squirrel.n.01,placental.n.01
5380,welsh_terrier.n.01,placental.n.01
5381,wolfhound.n.01,hound.n.01
5382,borzoi.n.01,mammal.n.01
5383,central_chimpanzee.n.01,primate.n.02
5384,old_world_beaver.n.01,placental.n.01
5385,irish_water_spaniel.n.01,dog.n.01
5386,german_shepherd.n.01,shepherd_dog.n.01
5387,pointer.n.04,hunting_dog.n.01
5388,capybara.n.01,rodent.n.01
5389,scottish_deerhound.n.01,carnivore.n.01
5390,guenon.n.01,placental.n.01
5391,big_brown_bat.n.01,bat.n.01
5392,nude_mouse.n.01,mouse.n.01
5393,schnauzer.n.01,mammal.n.01
5394,northern_pocket_gopher.n.01,pocket_rat.n.01
5395,grey_lemming.n.01,mammal.n.01
5396,old_world_buffalo.n.01,even-toed_ungulate.n.01
5397,polecat.n.02,musteline_mammal.n.01
5398,hyena.n.01,placental.n.01
5399,pika.n.01,placental.n.01
5400,pere_david's_deer.n.01,deer.n.01
5401,bird_dog.n.01,canine.n.02
5402,przewalski's_horse.n.01,wild_horse.n.01
5403,rhesus.n.01,monkey.n.01
5404,wire-haired_fox_terrier.n.01,dog.n.01
5405,mandrill.n.01,baboon.n.01
5406,lakeland_terrier.n.01,terrier.n.01
5407,japanese_deer.n.01,deer.n.01
5408,entellus.n.01,mammal.n.01
5409,mastiff_bat.n.01,carnivorous_bat.n.01
5410,imperial_mammoth.n.01,elephant.n.01
5411,gazelle.n.01,ungulate.n.01
5412,vaquita.n.01,cetacean.n.01
5413,deer.n.01,ungulate.n.01
5414,australopithecus_africanus.n.01,placental.n.01
5415,long-eared_bat.n.01,bat.n.01
5416,gnu.n.01,antelope.n.01
5417,norwegian_elkhound.n.01,placental.n.01
5418,harp_seal.n.01,mammal.n.01
5419,musk_deer.n.01,even-toed_ungulate.n.01
5420,asiatic_shrew_mole.n.01,shrew_mole.n.01
5421,okapi.n.01,giraffe.n.01
5422,asiatic_black_bear.n.01,mammal.n.01
5423,sir_barton.n.01,odd-toed_ungulate.n.01
5424,european_rabbit.n.01,rabbit.n.01
5425,woolly_indris.n.01,placental.n.01
5426,new_world_porcupine.n.01,placental.n.01
5427,plow_horse.n.01,equine.n.01
5428,fawn.n.02,even-toed_ungulate.n.01
5429,kinkajou.n.01,placental.n.01
5430,western_grey_squirrel.n.01,mammal.n.01
5431,staghound.n.01,placental.n.01
5432,otter.n.02,musteline_mammal.n.01
5433,shih-tzu.n.01,mammal.n.01
5434,tabby.n.01,domestic_cat.n.01
5435,new_world_least_weasel.n.01,musteline_mammal.n.01
5436,tayra.n.01,musteline_mammal.n.01
5437,alley_cat.n.01,feline.n.01
5438,burro.n.01,domestic_ass.n.01
5439,whirlaway.n.01,horse.n.01
5440,hereford.n.01,ruminant.n.01
5441,mouser.n.01,feline.n.01
5442,zebu.n.01,even-toed_ungulate.n.01
5443,maltese.n.03,domestic_cat.n.01
5444,south_american_sea_lion.n.01,placental.n.01
5445,gelding.n.01,horse.n.01
5446,water_shrew.n.01,shrew.n.02
5447,nail-tailed_wallaby.n.01,kangaroo.n.01
5448,silverback.n.01,ape.n.01
5449,vizsla.n.01,canine.n.02
5450,warthog.n.01,swine.n.01
5451,seattle_slew.n.01,ungulate.n.01
5452,english_setter.n.01,placental.n.01
5453,homo_erectus.n.01,primate.n.02
5454,titi.n.03,monkey.n.01
5455,fox_terrier.n.01,terrier.n.01
5456,musk_ox.n.01,even-toed_ungulate.n.01
5457,pinscher.n.01,mammal.n.01
5458,vespertilian_bat.n.01,carnivorous_bat.n.01
5459,bengal_tiger.n.01,mammal.n.01
5460,porker.n.01,hog.n.03
5461,red_poll.n.01,bovid.n.01
5462,red_wolf.n.01,canine.n.02
5463,basset.n.01,mammal.n.01
5464,frosted_bat.n.01,placental.n.01
5465,pangolin.n.01,mammal.n.01
5466,canada_porcupine.n.01,placental.n.01
5467,clydesdale.n.01,draft_horse.n.01
5468,gayal.n.01,placental.n.01
5469,chimpanzee.n.01,primate.n.02
5470,finback.n.01,aquatic_mammal.n.01
5471,liver_chestnut.n.01,ungulate.n.01
5472,even-toed_ungulate.n.01,placental.n.01
5473,dasyure.n.01,mammal.n.01
5474,toy_manchester.n.01,placental.n.01
5475,fox_squirrel.n.01,placental.n.01
5476,king_charles_spaniel.n.01,placental.n.01
5477,vaquita.n.01,toothed_whale.n.01
5478,buckskin.n.01,placental.n.01
5479,eared_seal.n.01,placental.n.01
5480,white-footed_mouse.n.01,rodent.n.01
5481,takin.n.01,placental.n.01
5482,bunny.n.02,rabbit.n.01
5483,lippizan.n.01,ungulate.n.01
5484,ermine.n.02,carnivore.n.01
5485,german_short-haired_pointer.n.01,canine.n.02
5486,skunk.n.04,mammal.n.01
5487,frosted_bat.n.01,carnivorous_bat.n.01
5488,tatouay.n.01,placental.n.01
5489,seattle_slew.n.01,equine.n.01
5490,mudder.n.01,horse.n.01
5491,saki.n.03,new_world_monkey.n.01
5492,porpoise.n.01,dolphin.n.02
5493,round-tailed_muskrat.n.01,placental.n.01
5494,doberman.n.01,watchdog.n.02
5495,coypu.n.01,mammal.n.01
5496,rabbit-eared_bandicoot.n.01,mammal.n.01
5497,white-lipped_peccary.n.01,mammal.n.01
5498,serotine.n.01,carnivorous_bat.n.01
5499,chestnut.n.06,horse.n.01
5500,onager.n.02,placental.n.01
5501,shetland_sheepdog.n.01,shepherd_dog.n.01
5502,valley_pocket_gopher.n.01,rat.n.01
5503,lion.n.01,big_cat.n.01
5504,musk_ox.n.01,placental.n.01
5505,chigetai.n.01,odd-toed_ungulate.n.01
5506,warrigal.n.01,mammal.n.01
5507,king_charles_spaniel.n.01,toy_dog.n.01
5508,springer.n.02,ruminant.n.01
5509,water_shrew.n.01,mammal.n.01
5510,northern_pocket_gopher.n.01,rat.n.01
5511,reynard.n.01,canine.n.02
5512,giant_panda.n.01,procyonid.n.01
5513,plains_pocket_gopher.n.01,mammal.n.01
5514,warhorse.n.03,horse.n.01
5515,chevrotain.n.01,mammal.n.01
5516,tiglon.n.01,carnivore.n.01
5517,puku.n.01,bovid.n.01
5518,rice_rat.n.01,mammal.n.01
5519,moke.n.01,equine.n.01
5520,pembroke.n.01,placental.n.01
5521,sand_cat.n.01,placental.n.01
5522,golden_hamster.n.01,placental.n.01
5523,beaked_whale.n.01,cetacean.n.01
5524,mountain_goat.n.01,mammal.n.01
5525,scottish_deerhound.n.01,placental.n.01
5526,lynx.n.02,mammal.n.01
5527,sivapithecus.n.01,primate.n.02
5528,english_springer.n.01,sporting_dog.n.01
5529,attack_dog.n.01,dog.n.01
5530,jumping_mouse.n.01,rodent.n.01
5531,masked_shrew.n.01,mammal.n.01
5532,white_elephant.n.02,mammal.n.01
5533,shire.n.02,equine.n.01
5534,cotton_mouse.n.01,mammal.n.01
5535,liver-spotted_dalmatian.n.01,carnivore.n.01
5536,japanese_spaniel.n.01,placental.n.01
5537,american_bison.n.01,bovid.n.01
5538,chimpanzee.n.01,placental.n.01
5539,tarpan.n.01,placental.n.01
5540,margay.n.01,mammal.n.01
5541,sorrel.n.05,mammal.n.01
5542,slender_loris.n.01,mammal.n.01
5543,ibex.n.01,even-toed_ungulate.n.01
5544,steed.n.01,saddle_horse.n.01
5545,leopard.n.02,feline.n.01
5546,white_wolf.n.01,placental.n.01
5547,meadow_vole.n.01,placental.n.01
5548,steenbok.n.01,bovid.n.01
5549,european_hare.n.01,hare.n.01
5550,tailless_tenrec.n.01,mammal.n.01
5551,guadalupe_fur_seal.n.01,seal.n.09
5552,mountain_nyala.n.01,even-toed_ungulate.n.01
5553,plantigrade_mammal.n.01,placental.n.01
5554,world.n.08,primate.n.02
5555,domestic_goat.n.01,placental.n.01
5556,watchdog.n.02,mammal.n.01
5557,cardigan.n.02,carnivore.n.01
5558,ass.n.03,placental.n.01
5559,lioness.n.01,mammal.n.01
5560,striped_muishond.n.01,muishond.n.01
5561,homo_erectus.n.01,mammal.n.01
5562,tom.n.02,cat.n.01
5563,lemming.n.01,rodent.n.01
5564,walrus.n.01,placental.n.01
5565,fur_seal.n.01,aquatic_mammal.n.01
5566,kuvasz.n.01,mammal.n.01
5567,grade.n.09,mammal.n.01
5568,gib.n.02,mammal.n.01
5569,bushbuck.n.01,bovid.n.01
5570,wolverine.n.03,mammal.n.01
5571,central_chimpanzee.n.01,anthropoid_ape.n.01
5572,serval.n.01,cat.n.01
5573,springer.n.02,cow.n.01
5574,woolly_mammoth.n.01,mammoth.n.01
5575,macaque.n.01,monkey.n.01
5576,dik-dik.n.01,even-toed_ungulate.n.01
5577,hog-nosed_skunk.n.01,skunk.n.04
5578,wild_ass.n.01,odd-toed_ungulate.n.01
5579,skye_terrier.n.01,placental.n.01
5580,great_dane.n.01,dog.n.01
5581,genet.n.03,mammal.n.01
5582,howler_monkey.n.01,placental.n.01
5583,spitz.n.01,dog.n.01
5584,clydesdale_terrier.n.01,placental.n.01
5585,bison.n.01,ruminant.n.01
5586,sewer_rat.n.01,placental.n.01
5587,tigress.n.01,carnivore.n.01
5588,impala.n.01,antelope.n.01
5589,reynard.n.01,carnivore.n.01
5590,crowbait.n.01,placental.n.01
5591,goral.n.01,mammal.n.01
5592,mountain_paca.n.01,rodent.n.01
5593,grade.n.09,ruminant.n.01
5594,tabby.n.02,domestic_cat.n.01
5595,lucy.n.01,mammal.n.01
5596,common_eland.n.01,ruminant.n.01
5597,australopithecus_robustus.n.01,primate.n.02
5598,kangaroo_mouse.n.02,mammal.n.01
5599,greyhound.n.01,placental.n.01
5600,wild_horse.n.01,equine.n.01
5601,guenon.n.01,old_world_monkey.n.01
5602,domestic_llama.n.01,mammal.n.01
5603,gerbil.n.01,mammal.n.01
5604,guereza.n.01,placental.n.01
5605,zebu.n.01,ruminant.n.01
5606,blacktail_jackrabbit.n.01,lagomorph.n.01
5607,exmoor.n.02,ungulate.n.01
5608,spotted_skunk.n.01,musteline_mammal.n.01
5609,flat-coated_retriever.n.01,mammal.n.01
5610,polo_pony.n.01,ungulate.n.01
5611,razorback.n.01,swine.n.01
5612,beaver.n.07,mammal.n.01
5613,vespertilian_bat.n.01,mammal.n.01
5614,buckskin.n.01,saddle_horse.n.01
5615,solo_man.n.01,homo.n.02
5616,american_bison.n.01,placental.n.01
5617,northern_pocket_gopher.n.01,rodent.n.01
5618,brown_swiss.n.01,bovine.n.01
5619,proboscis_monkey.n.01,mammal.n.01
5620,malinois.n.01,placental.n.01
5621,italian_greyhound.n.01,carnivore.n.01
5622,ewe.n.03,mammal.n.01
5623,pygmy_mouse.n.01,placental.n.01
5624,pygmy_marmoset.n.01,monkey.n.01
5625,corgi.n.01,placental.n.01
5626,thoroughbred.n.02,odd-toed_ungulate.n.01
5627,dormouse.n.01,mammal.n.01
5628,harvest_mouse.n.02,rodent.n.01
5629,retriever.n.01,placental.n.01
5630,lincoln.n.03,ruminant.n.01
5631,africander.n.01,ruminant.n.01
5632,ferret.n.02,musteline_mammal.n.01
5633,packhorse.n.01,ungulate.n.01
5634,false_saber-toothed_tiger.n.01,feline.n.01
5635,seattle_slew.n.01,mammal.n.01
5636,carabao.n.01,even-toed_ungulate.n.01
5637,toothed_whale.n.01,mammal.n.01
5638,baronduki.n.01,placental.n.01
5639,phenacomys.n.01,vole.n.01
5640,okapi.n.01,mammal.n.01
5641,syrian_bear.n.01,carnivore.n.01
5642,common_dolphin.n.01,whale.n.02
5643,santa_gertrudis.n.01,ruminant.n.01
5644,crowbait.n.01,equine.n.01
5645,pembroke.n.01,carnivore.n.01
5646,hooded_skunk.n.01,musteline_mammal.n.01
5647,rhodesian_ridgeback.n.01,carnivore.n.01
5648,reynard.n.01,fox.n.01
5649,otter_shrew.n.01,mammal.n.01
5650,spider_monkey.n.01,placental.n.01
5651,remount.n.01,equine.n.01
5652,otterhound.n.01,dog.n.01
5653,mandrill.n.01,old_world_monkey.n.01
5654,border_terrier.n.01,canine.n.02
5655,carthorse.n.01,draft_horse.n.01
5656,blue_whale.n.01,aquatic_mammal.n.01
5657,scotch_terrier.n.01,placental.n.01
5658,walrus.n.01,aquatic_mammal.n.01
5659,eastern_cottontail.n.01,leporid.n.01
5660,brittany_spaniel.n.01,hunting_dog.n.01
5661,lincoln.n.03,ungulate.n.01
5662,woodland_caribou.n.01,ruminant.n.01
5663,sir_barton.n.01,placental.n.01
5664,saint_bernard.n.01,dog.n.01
5665,exmoor.n.02,pony.n.05
5666,urial.n.01,ruminant.n.01
5667,long-eared_bat.n.01,vespertilian_bat.n.01
5668,spotted_lynx.n.01,cat.n.01
5669,armadillo.n.01,edentate.n.01
5670,right_whale.n.01,placental.n.01
5671,white_wolf.n.01,carnivore.n.01
5672,pinniped_mammal.n.01,placental.n.01
5673,vampire_bat.n.01,mammal.n.01
5674,sorrel.n.05,placental.n.01
5675,hereford.n.01,bovid.n.01
5676,bay.n.07,ungulate.n.01
5677,grevy's_zebra.n.01,equine.n.01
5678,black-and-tan_coonhound.n.01,hunting_dog.n.01
5679,puppy.n.01,canine.n.02
5680,raccoon_dog.n.01,wild_dog.n.01
5681,dark_horse.n.02,placental.n.01
5682,orangutan.n.01,mammal.n.01
5683,mammoth.n.01,pachyderm.n.01
5684,asiatic_shrew_mole.n.01,mole.n.06
5685,big_brown_bat.n.01,vespertilian_bat.n.01
5686,wirehair.n.01,terrier.n.01
5687,red_poll.n.01,placental.n.01
5688,staghound.n.01,canine.n.02
5689,yorkshire_terrier.n.01,terrier.n.01
5690,green_monkey.n.01,primate.n.02
5691,colobus.n.01,primate.n.02
5692,spearnose_bat.n.01,placental.n.01
5693,tibetan_terrier.n.01,hunting_dog.n.01
5694,black_rhinoceros.n.01,odd-toed_ungulate.n.01
5695,potto.n.02,mammal.n.01
5696,crab-eating_dog.n.01,placental.n.01
5697,ibizan_hound.n.01,dog.n.01
5698,plains_pocket_mouse.n.01,placental.n.01
5699,clydesdale_terrier.n.01,canine.n.02
5700,brush-tailed_phalanger.n.01,marsupial.n.01
5701,bovine.n.01,placental.n.01
5702,borzoi.n.01,hound.n.01
5703,cashmere_goat.n.01,ruminant.n.01
5704,chinchilla.n.03,rodent.n.01
5705,waterbuck.n.01,even-toed_ungulate.n.01
5706,kid.n.05,goat.n.01
5707,kid.n.05,placental.n.01
5708,charger.n.01,mammal.n.01
5709,mastiff_bat.n.01,bat.n.01
5710,seizure-alert_dog.n.01,canine.n.02
5711,genet.n.03,placental.n.01
5712,hart.n.03,mammal.n.01
5713,water_dog.n.02,dog.n.01
5714,dhole.n.01,canine.n.02
5715,french_bulldog.n.01,bulldog.n.01
5716,south_american_sea_lion.n.01,aquatic_mammal.n.01
5717,plow_horse.n.01,mammal.n.01
5718,cryptoprocta.n.01,carnivore.n.01
5719,flickertail.n.01,ground_squirrel.n.02
5720,kanchil.n.01,placental.n.01
5721,post_horse.n.01,equine.n.01
5722,chiacoan_peccary.n.01,peccary.n.01
5723,bovine.n.01,ruminant.n.01
5724,scottish_deerhound.n.01,hound.n.01
5725,leonberg.n.01,canine.n.02
5726,pere_david's_deer.n.01,mammal.n.01
5727,zoril.n.01,muishond.n.01
5728,remount.n.01,mammal.n.01
5729,japanese_spaniel.n.01,mammal.n.01
5730,tasmanian_devil.n.01,marsupial.n.01
5731,syrian_bear.n.01,brown_bear.n.01
5732,curly-coated_retriever.n.01,sporting_dog.n.01
5733,bottlenose_dolphin.n.01,mammal.n.01
5734,talapoin.n.01,guenon.n.01
5735,eastern_cottontail.n.01,placental.n.01
5736,panther.n.02,big_cat.n.01
5737,columbian_mammoth.n.01,placental.n.01
5738,moke.n.01,placental.n.01
5739,tennessee_walker.n.01,equine.n.01
5740,old_world_beaver.n.01,beaver.n.07
5741,protohippus.n.01,ungulate.n.01
5742,grivet.n.01,placental.n.01
5743,saint_bernard.n.01,placental.n.01
5744,water_chevrotain.n.01,placental.n.01
5745,kuvasz.n.01,canine.n.02
5746,guinea_pig.n.02,placental.n.01
5747,cougar.n.01,mammal.n.01
5748,crowbait.n.01,saddle_horse.n.01
5749,bear_cub.n.01,mammal.n.01
5750,grey_whale.n.01,placental.n.01
5751,red-backed_mouse.n.01,rodent.n.01
5752,lhasa.n.02,carnivore.n.01
5753,ram.n.05,bovid.n.01
5754,silky_tamarin.n.01,monkey.n.01
5755,koala.n.01,marsupial.n.01
5756,lapin.n.02,placental.n.01
5757,kob.n.01,even-toed_ungulate.n.01
